cluster,gene,prop_mal,prop_norm,mean_mal,mean_norm,p_prop,p_expr,p_combined,fdr_prop,fdr_expr,fdr_combined,sample
1,BCL6,0.12562814070351758,1.3328890369876707e-4,0.22437778110877707,4.736237530765063e-5,4.196379672030346e-210,0,0,3.9166210272283234e-209,0,0,POG1329
1,HIF1A,0.4438860971524288,0.11649450183272242,0.8552295869379624,0.07141559284077141,1.204472039057351e-166,0,0,9.635776312458807e-166,0,0,POG1329
1,JAK1,0.31909547738693467,0.09223592135954682,0.5934069600289429,0.055500250680116874,4.2215597086004733e-100,3.5466728076884465e-181,0,2.6267482631291836e-99,1.98613677230553e-180,0,POG1329
1,JUN,0.4103852596314908,0.04368543818727091,0.8219508352411689,0.06229095472237255,5.509395842405287e-302,0,0,7.713154179367402e-301,0,0,POG1329
1,NRG1,0.0728643216080402,0.0023658780406531155,0.13259154766428935,9.413671956199308e-4,1.860976958624852e-80,7.645744087180763e-250,0,9.474064516635611e-80,4.757351876468031e-249,0,POG1329
1,PTP4A3,0.01256281407035176,0.0014995001666111296,0.01995920063279352,6.050624495496663e-4,5.341438863032756e-9,5.075496715730526e-18,0,1.8695036020614646e-8,1.776423850505684e-17,0,POG1329
1,FOS,0.4396984924623116,0.018560479840053316,0.9016296400617538,0.009547997930956698,0,0,0,0,0,0,POG1329
1,KAT6B,0.12479061976549413,0.03385538153948684,0.2216964440102331,0.046190196776201585,3.696361982790715e-39,1.8239155552520913e-62,0,1.478544793116286e-38,7.295662221008365e-62,0,POG1329
1,RAF1,0.19430485762144054,0.048917027657447515,0.3415285671798722,0.03660772790404251,1.9470152900415756e-67,1.045188193309689e-116,0,8.387142787871403e-67,4.502349140410968e-116,0,POG1329
1,KDM4B,0.2889447236180904,0.026891036321226258,0.5316713103793024,0.020066945593201043,6.287001854300631e-219,0,0,7.041442076816707e-218,0,0,POG1329
1,MET,0.038525963149078725,0.01576141286237921,0.06327464067658334,0.011990301856982672,1.3994428937323738e-7,3.453152712743029e-10,2.6290081223123707e-13,4.609929532294878e-7,1.137509128903586e-9,8.660262049970162e-13,POG1329
1,CLDN4,0.01423785594639866,0.0052649116961013,0.02341210881872,0.0026751182966607318,4.199122259202604e-4,2.0335637372630495e-5,8.627678631523139e-7,0.0013063935917519212,6.32664273815171e-5,2.6841666853627544e-6,POG1329
1,CASP8,0.025963149078726967,0.015894701766077973,0.043990744186707155,0.009502764775451122,0.0076991413447377735,0.0025226144689873714,2.7328692667061283e-4,0.022692206068700805,0.007435074224383831,8.054772575554904e-4,POG1329
1,PDCD1,8.375209380234506e-4,9.99666777740753e-5,0.0011109604408415686,4.279969970454204e-5,0.14450085066059726,0.01363032250645098,0.02072311145318584,0.38533560176159265,0.038164903018062746,0.05802471206892034,POG1329
