expression_type	gene	relevance	subject	disease_names	variant	X.rid	evidence	evidenceLevel	source.name	sourceId	createdBy	reviewStatus
increased	CCND1	favours diagnosis	breast cancer [DOID:1612]	breast cancer	overexpression	#153:10	pmid:15961768	CIViC B4	civic	221	#29:0	not required
increased	IGF2	recurrent	adrenocortical carcinoma [DOID:3948]	adrenocortical carcinoma	increased RNA expression	#153:741	pmid:18854392	NA	iprkb	6ecdb95f-fdb1-4d00-bb2c-e51498bb407a	#29:0	pending
increased	SLC29A1	sensitivity	gemcitabine [DB00441]	pancreatic adenocarcinoma	increased RNA expression	#153:771	pmid:25024604	NA	iprkb	81a100ac-36a9-45d5-bb62-4b549598cdbd	#29:0	pending
increased	CLDN4	sensitivity	cpe therapy	breast cancer	increased RNA expression	#153:805	pmid:15111309	NA	iprkb	0f1debcf-e02f-43ec-9e58-35b5bb8f10c2	#29:0	pending
reduced	MLH1	resistance	cisplatin [DB00515]	ovarian cancer	reduced RNA expression	#153:833	pmid:10327053	NA	iprkb	eac4fc66-cd56-4e67-93d8-d3ef2920ca4f	#29:0	pending
increased	GZMA	favourable prognosis	patient	urinary bladder cancer	increased RNA expression	#153:835	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	head and neck cancer	increased RNA expression	#153:836	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PDCD1LG2	sensitivity	ipilimumab [DB06186]	melanoma	increased RNA expression	#153:842	pmid:26359337	NA	iprkb	d0362e6c-d746-4de7-97c0-16d579434532	#29:0	pending
increased	PDCD1	response	pembrolizumab [DB09037]	melanoma	increased protein expression	#153:843	pmid:25428505	NA	iprkb	4f63352e-a852-41bd-93c1-2386cbe6d804	#29:0	pending
increased	CD8A	favourable prognosis	patient	colorectal cancer	increased RNA expression	#153:846	pmid:24782321	NA	iprkb	cb5f856d-0a7b-4a5c-aa19-6d5a16b61733	#29:0	pending
increased	CXCL13	favourable prognosis	patient	colorectal cancer	increased RNA expression	#153:847	pmid:24138885	NA	iprkb	ee8cf40b-eb80-4f67-b7fb-af572522ee31	#29:0	pending
increased	IFNG	favourable prognosis	patient	renal cell carcinoma	increased protein expression	#153:850	pmid:22419253	NA	iprkb	177d88e8-110a-4c15-9639-9fef142e33f7	#29:0	pending
increased	PDCD1LG2	sensitivity	nivolumab [DB09035]	melanoma	increased RNA expression	#153:851	pmid:27757299	NA	iprkb	5f70ec55-bf4a-4ac4-add3-5ea0f8837f8e	#29:0	pending
increased	DSG3	prognostic indicator	patient	pancreatic ductal adenocarcinoma	increased protein expression	#153:861	pmid:26469831	NA	pubmed	ed889c30-e7b5-44f7-9825-aec2b901bfc9	#29:0	passed
increased	MDK	resistance	doxorubicin [DB00997]	cervical cancer	increased RNA expression	#153:868	pmid:16644108	NA	iprkb	e19baf49-ceeb-4a8d-a49b-f43d7ab424d4	#29:0	pending
reduced	PTEN	reduced function	PTEN	breast cancer	reduced RNA expression	#153:873	pmid:18332865	NA	iprkb	6bd93397-cd8e-4392-a381-ae8867cc030f	#29:0	pending
reduced	CYLD	reduced function	CYLD	NA	reduced RNA expression	#153:1195	pmid:24398777	NA	iprkb	05863cff-1881-4ae5-a917-05f5c085fd22	#29:0	pending
increased	TUBB3	resistance	paclitaxel [DB01229]	bladder cancer	overexpression	#153:1642	pmid:23184177	CGI Pre-clinical	cancer genome interpreter	6b3578369d400e9951bddef5201e55e3	#29:0	NA
reduced	PBRM1	response	everolimus [DB01590]	renal cancer	underexpression	#153:1646	pmid:25997916	CGI Pre-clinical	cancer genome interpreter	99521b35e75e1f7092f2abe7ac6943c9	#29:0	NA
increased	ERBB2	response	trastuzumab [DB00072]	stomach cancer	overexpression	#153:1653	NA	CGI FDA guidelines	cancer genome interpreter	3aa4a0b1c1a5c2769944f683f510a527	#29:0	NA
increased	IGF1R	recurrent	adrenocortical carcinoma [DOID:3948]	adrenocortical carcinoma	increased RNA expression	#153:3103	pmid:18854392	NA	iprkb	6ecdb95f-fdb1-4d00-bb2c-e51498bb407a	#29:0	pending
increased	IGF2	recurrent	liver carcinoma [DOID:686]	liver carcinoma	increased RNA expression	#153:3133	pmid:25089899	NA	iprkb	33ff2ac4-02b1-4637-b336-6b34ab370c09	#29:0	pending
increased	ERBB2	sensitivity	lapatinib + trastuzumab [DB00072 + DB01259]	breast cancer	increased RNA expression	#153:3145	pmid:22493419	NA	iprkb	808bbdb4-21e5-47ba-a00d-784a14409205	#29:0	pending
increased	CLDN3	response	cpe therapy	ovarian cancer	increased RNA expression	#153:3167	pmid:15899825	NA	iprkb	1966d380-eddf-4f22-960c-67045a88b5b2	#29:0	pending
reduced	CDKN2A	sensitivity	pd 0332991	renal cell carcinoma	reduced RNA expression	#153:3171	pmid:23898052	NA	iprkb	f6461ab7-db92-43e9-bf0d-cb265b88ec0f	#29:0	pending
reduced	RBBP8	sensitivity	mitomycin c	NA	reduced RNA expression	#153:3188	pmid:23144634	NA	iprkb	7ca843ca-de90-44aa-92a9-f6175be2411b	#29:0	pending
reduced	MUS81	sensitivity	cisplatin [DB00515]	ovarian serous carcinoma	reduced RNA expression	#153:3189	pmid:27255997	NA	iprkb	5e1a9b50-9e07-43c2-b37d-9bfaabd61514	#29:0	pending
increased	GZMA	favourable prognosis	patient	breast cancer	increased RNA expression	#153:3197	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	uterine cancer	increased RNA expression	#153:3198	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
reduced	USP11	sensitivity	olaparib (parp inhibitor)	NA	reduced RNA expression	#153:3200	pmid:20233726	NA	iprkb	9277ffd5-c8ad-405f-aeb1-6fdfd77499d1	#29:0	pending
increased	CD274	response	pembrolizumab [DB09037]	melanoma	increased protein expression	#153:3205	pmid:25428505	NA	iprkb	4f63352e-a852-41bd-93c1-2386cbe6d804	#29:0	pending
increased	CD274	response	pembrolizumab [DB09037]	non-small cell lung carcinoma	increased protein expression	#153:3207	pmid:25891174	NA	iprkb	c26e153d-b65a-4491-b501-d71da73fb2a3	#29:0	pending
increased	CD8A	favourable prognosis	patient	brain cancer	increased RNA expression	#153:3208	pmid:24782321	NA	iprkb	cb5f856d-0a7b-4a5c-aa19-6d5a16b61733	#29:0	pending
increased	CXCR5	favourable prognosis	patient	colorectal cancer	increased RNA expression	#153:3209	pmid:24138885	NA	iprkb	ee8cf40b-eb80-4f67-b7fb-af572522ee31	#29:0	pending
increased	IFNG	favourable prognosis	patient	prostate adenocarcinoma	increased protein expression	#153:3212	pmid:22419253	NA	iprkb	177d88e8-110a-4c15-9639-9fef142e33f7	#29:0	pending
increased	CDK4	sensitivity	palbociclib [DB09073]	sarcoma	increased RNA expression	#153:3221	pmid:26528855	NA	iprkb	9d7ea9a8-270b-4255-a1e3-7827fb8e1cc8	#29:0	pending
increased	MDK	resistance	cisplatin [DB00515]	stomach cancer	increased RNA expression	#153:3230	pmid:16644108	NA	iprkb	e19baf49-ceeb-4a8d-a49b-f43d7ab424d4	#29:0	pending
reduced	PTEN	resistance	doxorubicin [DB00997]	breast cancer	reduced RNA expression	#153:3235	pmid:18332865	NA	iprkb	861d71a3-bf0d-4edf-b3ab-9eb4738f0338	#29:0	pending
increased	FLT1	response	sunitinib [DB01268]	renal cancer	overexpression	#153:4001	pmid:21478036;pmid:24086736	CGI Pre-clinical	cancer genome interpreter	bf384f88bbb807472d731bf1d16c7a81	#29:0	NA
increased	EGFR	response	cetuximab [DB00002]	colorectal adenocarcinoma	overexpression	#153:4014	NA	CGI FDA guidelines	cancer genome interpreter	c2fd0cf846487ceb1bd888df8df7c2a7	#29:0	NA
reduced	SMAD4	resistance	Cetuximab [c1723]	head and neck squamous cell carcinoma	underexpression	#153:4756	pmid:26046389	CIViC D3	civic	720	#29:0	not required
increased	TYMS	resistance	Pemetrexed [c61614]	lung non-small cell carcinoma	overexpression	#153:4762	pmid:26502926	CIViC B3	civic	832	#29:0	not required
increased	RET	sensitivity	Sunitinib [c71622]	papillary adenocarcinoma	overexpression	#153:4804	pmid:20696054	CIViC C3	civic	1518	#29:0	not required
increased	SGK1	resistance	Alpelisib [c94214]	breast cancer	overexpression	#153:4817	pmid:27451907	CIViC D5	civic	1729	#29:0	not required
reduced	MGMT	sensitivity	Temozolomide [c1244]	malignant glioma	underexpression	#153:4843	pmid:21365007	CIViC B3	civic	2901	#29:0	not required
increased	IGF1R	no response	cixutumumab + mitotane [DB00648 + DB12250]	adrenocortical carcinoma	increased RNA expression	#153:5465	pmid:18854392;pmid:24849545	NA	iprkb	3025e817-5360-4425-b18e-21ae3b1cb9e0	#29:0	pending
increased	GZMA	favourable prognosis	patient	lung squamous cell carcinoma	increased RNA expression	#153:5558	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	papillary renal cell carcinoma	increased RNA expression	#153:5559	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	brain glioma	increased RNA expression	#153:5560	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	IL17A	prognostic indicator	patient	glioblastoma multiforme	increased protein expression	#153:5564	pmid:28680758	NA	iprkb	eb60b519-607b-4f96-9821-2f93eb32ba57	#29:0	pending
increased	CD3G	favourable prognosis	patient	colorectal cancer	increased protein expression	#153:5567	pmid:20927778	NA	iprkb	ea16b483-e100-44ae-b7d3-5bf25985390a	#29:0	pending
increased	HLA-A	favourable prognosis	patient	colorectal cancer	increased RNA expression	#153:5569	pmid:24782321	NA	iprkb	cb5f856d-0a7b-4a5c-aa19-6d5a16b61733	#29:0	pending
increased	IFNG	favourable prognosis	patient	head and neck cancer	increased protein expression	#153:5573	pmid:22419253	NA	iprkb	177d88e8-110a-4c15-9639-9fef142e33f7	#29:0	pending
increased	PGR	prognostic indicator	patient	breast cancer	increased RNA expression	#153:5892	pmid:21422407	NA	iprkb	e3c7c004-27ab-410f-bb52-1c521a029128	#29:0	pending
increased	FLT1	response	sunitinib [DB01268]	renal cancer	overexpression	#153:6363	pmid:21478036;pmid:24086736	CGI Pre-clinical	cancer genome interpreter	31ffdc9d37043d188c8c13a3f69bedba	#29:0	NA
increased	PBK	resistance	Gefitinib [c1855]	lung non-small cell carcinoma	overexpression	#153:7124	pmid:26745678	CIViC D3	civic	835	#29:0	not required
increased	SGK1	resistance	Alpelisib [c94214]	breast cancer	overexpression	#153:7179	pmid:27451907	CIViC B3	civic	1730	#29:0	not required
reduced	MGMT	sensitivity	Temozolomide [c1244]	oligodendroglioma	underexpression	#153:7205	pmid:16541434	CIViC B2	civic	2902	#29:0	not required
increased	IGF1R	no response	cixutumumab + mitotane [DB00648 + DB12250]	adrenocortical carcinoma	increased RNA expression	#153:7827	pmid:18854392;pmid:24849545	NA	iprkb	3025e817-5360-4425-b18e-21ae3b1cb9e0	#29:0	pending
increased	CES2	favourable prognosis	patient	pancreatic adenocarcinoma	increased RNA expression	#153:7867	pmid:26025324	NA	iprkb	af64e58a-5628-4b6f-a464-4d87f35bd5e3	#29:0	pending
increased	CXCL1	response	curcumin + oxaliplatin [DB00526 + DB11672]	colorectal cancer	increased RNA expression	#153:7893	pmid:27091625	NA	iprkb	4095790a-e9da-43aa-afd6-9fa41d505fa5	#29:0	pending
increased	BRCC3	no response	radiation [c15846]	nasopharynx carcinoma	increased protein expression	#153:7911	pmid:26024915	NA	iprkb	5de02c9b-52cb-4e15-acf0-0e6ff1232e6a	#29:0	pending
reduced	ERCC1	sensitivity	cisplatin [DB00515]	NA	reduced RNA expression	#153:7912	pmid:20418188	NA	iprkb	4d897d48-6653-4953-801b-02b9721e917c	#29:0	pending
reduced	RAD51	sensitivity	cisplatin [DB00515]	NA	reduced RNA expression	#153:7913	pmid:17000754	NA	iprkb	6c824ca8-1c67-4d6e-ae67-f60957153b8b	#29:0	pending
increased	GZMA	favourable prognosis	patient	cervical cancer	increased RNA expression	#153:7920	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	lung adenocarcinoma	increased RNA expression	#153:7921	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
reduced	BAP1	sensitivity	valproic acid [DB00313]	uveal melanoma	reduced RNA expression	#153:7922	pmid:22038994	NA	iprkb	4a8060cc-e132-4f3a-819a-816153010deb	#29:0	pending
increased	CD8A	favourable prognosis	patient	glioblastoma multiforme	increased protein expression	#153:7926	pmid:28680758	NA	iprkb	700c2ddd-c017-44cd-9b5b-5b87b7cdf5ee	#29:0	pending
increased	HLA-A	favourable prognosis	patient	brain cancer	increased RNA expression	#153:7931	pmid:24782321	NA	iprkb	cb5f856d-0a7b-4a5c-aa19-6d5a16b61733	#29:0	pending
increased	IFNG	favourable prognosis	patient	breast cancer	increased protein expression	#153:7935	pmid:22419253	NA	iprkb	177d88e8-110a-4c15-9639-9fef142e33f7	#29:0	pending
increased	CCNE1	resistance	palbociclib [DB09073]	breast cancer	increased RNA expression	#153:7993	pmid:28270497	NA	iprkb	f333958d-657d-45a3-a3ef-2327b15add48	#29:0	pending
increased	CD274	prognostic indicator	patient	renal cell carcinoma	increased RNA expression	#153:8254	pmid:15569934	NA	iprkb	41b959b4-80a7-4b1a-a516-5b8d7f5f7cc8	#29:0	pending
increased	ERBB2	response	ado-trastuzumab emtansine [SE2KH7T06F]	breast adenocarcinoma	overexpression	#153:8738	NA	CGI FDA guidelines	cancer genome interpreter	439080260e4b005da42070a2dda1f59f	#29:0	NA
increased	AGGF1	unfavourable prognosis	patient	hepatocellular carcinoma	protein overexpression	#153:9559	pmid:29340079	PROFYLE P4	Null	NA	#30:0	NA
increased	PGR	sensitivity	medroxyprogesterone acetate+cyclophosphamide+doxorubicin+cisplatin	ovarian epithelial tumor	increased expression	#153:9575	pmid:18592789	OncoKB 4	Null	NA	#29:1	NA
increased	ESR1	sensitivity	fulvestrant [DB00947]	ovarian epithelial tumor	increased expression	#153:9577	pmid:19239974	OncoKB 3A	Null	NA	#29:1	NA
increased	TYMS	resistance	5-flurouracil+folinic acid+irinotecan	colorectal adenocarcinoma	increased expression	#153:9578	pmid:16077970	OncoKB 4	Null	NA	#29:1	NA
increased	FOXC2	resistance	oxaliplatin [DB00526]	colorectal cancer	increased expression	#153:9587	pmid:32110058	CIViC D4	Null	NA	#30:3	NA
increased	AURKA	resistance	Platinum Compound [c1450]	ovarian serous carcinoma	overexpression	#153:9667	pmid:27209210	CIViC B3	civic	1650	#29:0	not required
increased	CD8A	favourable prognosis	colorectal cancer [DOID:9256]	colorectal cancer	increased protein expression	#153:9743	pmid:17008531	NA	Null	NA	#30:0	NA
increased	CCND2	unfavourable prognosis	patient	stomach cancer	overexpression	#153:9784	pmid:10547574	CIViC D4	civic	361	#29:0	not required
increased	ERBB3	resistance	Cetuximab [c1723]	colorectal cancer	overexpression	#153:9817	pmid:25520391	CIViC B4	civic	729	#29:0	not required
increased	SYK	resistance	Paclitaxel [c1411]	ovarian cancer	overexpression	#153:9820	pmid:26096845	CIViC D3	civic	752	#29:0	not required
reduced	ATM	sensitivity	Olaparib [c71721]	gastric adenocarcinoma	underexpression	#153:9834	pmid:24841718	CIViC D4	civic	878	#29:0	not required
reduced	TYMS	sensitivity	Pemetrexed [c61614]	lung non-small cell carcinoma	underexpression	#153:9837	pmid:21367480	CIViC B3	civic	907	#29:0	not required
increased	TYMS	resistance	Raltitrexed [c1804]	gastric adenocarcinoma	overexpression	#153:9840	pmid:22422354	CIViC B2	civic	929	#29:0	not required
increased	PTPN11	unfavourable prognosis	patient	laryngeal carcinoma	overexpression	#153:9885	pmid:24297342	CIViC B2	civic	1316	#29:0	not required
increased	FLT3	sensitivity	Sunitinib [c71622]	b-cell adult acute lymphocytic leukemia	overexpression	#153:9913	pmid:27181063	CIViC C3	civic	1528	#29:0	not required
increased	MET	sensitivity	Crizotinib [c74061]	uveal melanoma	overexpression	#153:9919	pmid:24140933	CIViC D1	civic	1583	#29:0	not required
reduced	STAG3	resistance	Vemurafenib [c64768]	melanoma	underexpression	#153:9932	pmid:27500726	CIViC D4	civic	1660	#29:0	not required
reduced	MGMT	sensitivity	Temozolomide [c1244]	glioblastoma multiforme	underexpression	#153:10006	pmid:21331613	CIViC B3	civic	2903	#29:0	not required
increased	TP53	resistance	Carboplatin [c1282]	ovarian cancer	overexpression	#153:10018	pmid:11595686	CIViC B3	civic	3013	#29:0	not required
increased	MET	resistance	Selumetinib [c66939]	uveal melanoma	overexpression	#153:10020	pmid:25952648	CIViC D3	civic	3038	#29:0	not required
reduced	ARID1A	unfavourable prognosis	patient	ovarian clear cell carcinoma	underexpression	#153:10072	pmid:22101352	CIViC B3	civic	5787	#29:0	not required
increased	PARP1	sensitivity	Olaparib [c71721]	malignant peripheral nerve sheath tumor	overexpression	#153:10112	pmid:26650448	CIViC D3	civic	7016	#29:0	not required
increased	CDK6	sensitivity	Palbociclib [c49176]	glioblastoma proneural subtype	overexpression	#153:10132	pmid:28903422	CIViC D2	civic	7800	#29:0	not required
increased	CCND1	unfavourable prognosis	patient	b-cell childhood acute lymphoblastic leukemia	overexpression	#153:10139	pmid:29408328	CIViC B2	civic	8115	#29:0	not required
reduced	RRM1	favourable prognosis	patient	lung non-small cell carcinoma	underexpression	#153:10146	pmid:16980606	CIViC B2	civic	8024	#29:0	not required
increased	TACSTD2	unfavourable prognosis	patient	prostate cancer	overexpression	#153:10150	pmid:31932422	CIViC B3	civic	7837	#29:0	not required
increased	MIR21	unfavourable prognosis	patient	astrocytoma	overexpression	#153:10152	pmid:20219352	CIViC B3	civic	8001	#29:0	not required
increased	EZH2	unfavourable prognosis	patient	glioblastoma multiforme	overexpression	#153:10153	pmid:32180229	CIViC B2	civic	8006	#29:0	not required
increased	ZEB1	unfavourable prognosis	patient	colon cancer	overexpression	#153:10156	pmid:29151941	CIViC B4	civic	8085	#29:0	not required
increased	CUL7	unfavourable prognosis	patient	glioblastoma multiforme	overexpression	#153:10157	pmid:32252802	CIViC B4	civic	8088	#29:0	not required
increased	ESR1	sensitivity	ribociclib [DB11730]	breast cancer	increased protein expression	#153:10466	NA	IPR-A	Null	NA	#30:0	NA
increased	ESR1	sensitivity	abemaciclib [DB12001]	breast cancer	increased protein expression	#153:10468	NA	IPR-A	Null	NA	#30:0	NA
increased	ERCC1	resistance	platinum-based chemotherapy [c1450]	ovarian cancer	increased protein expression	#153:10469	pmid:27446360	CIViC B	Null	NA	#32:7	initial
increased	ERCC1	resistance	platinum-based chemotherapy [c1450]	epithelial ovarian cancer	increased protein expression	#153:10471	pmid:31902551	CIViC B	Null	NA	#32:7	initial
increased	CCND2	unfavourable prognosis	patient	stomach cancer	overexpression	#153:10486	pmid:10547574	CIViC D4	civic	359	#29:0	not required
increased	ALDH1A2	favourable prognosis	patient	head and neck squamous cell carcinoma	overexpression	#153:10515	pmid:26634247	CIViC B3	civic	1114	#29:0	not required
increased	SIRT1	unfavourable prognosis	patient	pancreatic ductal carcinoma	overexpression	#153:10520	pmid:24088390	CIViC B3	civic	1293	#29:0	not required
increased	BCL2L1	resistance	paclitaxel [DB01229]	ovarian carcinoma	increased expression	#153:10557	pmid:15661210	CIViC D	Null	NA	#32:7	initial
increased	BCL2L1	resistance	paclitaxel [DB01229]	high-grade serous ovarian cancer	increased expression	#153:10558	pmid:31462500	CIViC D	Null	NA	#32:7	initial
increased	TNFRSF8	sensitivity	brentuximab vedotin [DB08870]	adult systemic anaplastic large cell lymphoma	increased protein expression	#153:10560	NA	IPR-A	Null	NA	#30:0	NA
reduced	BCL2	sensitivity	cisplatin [DB00515]	ovarian carcinoma	reduced protein expression	#153:10566	pmid:30774376	CIViC D	Null	NA	#32:7	initial
increased	MT3	resistance	cisplatin [DB00515]	ovarian adenocarcinoma	increased RNA expression	#153:10567	pmid:16061661	CIViC D	Null	NA	#32:7	initial
increased	MT1E	resistance	cisplatin [DB00515]	ovarian adenocarcinoma	increased RNA expression	#153:10568	pmid:26986722	CIViC D	Null	NA	#32:7	initial
increased	ERBB3	sensitivity	afatinib + selumetinib	cancer	overexpression	#153:10584	pmid:24685132	CIViC D3	civic	1152	#29:0	not required
increased	ESR1	sensitivity	letrozole + palbociclib	breast cancer	overexpression	#153:10594	pmid:25524798	CIViC B4	civic	1541	#29:0	not required
increased	CHEK1	sensitivity	cisplatin + olaparib + prexasertib	lung small cell carcinoma	overexpression	#153:10609	pmid:28490518	CIViC D4	civic	4874	#29:0	not required
reduced	RRM1	sensitivity	gemcitabine [DB00441]	non-small cell lung cancer	reduced protein expression	#153:10630	pmid:19884554	CIViC B	Null	NA	#32:7	initial
increased	RRM1	resistance	gemcitabine [DB00441]	biliary tract carcinoma	increased protein expression	#153:10632	pmid:20811706	CIViC B	Null	NA	#32:7	initial
reduced	RRM1	sensitivity	gemcitabine [DB00441]	non-small cell lung cancer	reduced protein expression	#153:10633	pmid:21889227	CIViC B	Null	NA	#32:7	initial
increased	RRM1	resistance	gemcitabine [DB00441]	pancreatic cancer	increased RNA expression	#153:10634	pmid:31823522	CIViC D	Null	NA	#32:7	initial
increased	TYMS	resistance	fluorouracil [DB00544]	pancreatic cancer	increased RNA expression	#153:10635	pmid:21617862	CIViC D	Null	NA	#32:7	initial
increased	CASP8	sensitivity	Conatumumab [c71015]	bone ewing's sarcoma	overexpression	#153:10642	pmid:26291055	CIViC D3	civic	831	#29:0	not required
increased	IGF2	sensitivity	Linsitinib [c70982]	prostate cancer	overexpression	#153:10700	pmid:25670080	CIViC D3	civic	414	#29:0	not required
increased	EGFR	sensitivity	epidermal growth factor receptor tyrosine kinase inhibitor [c2167]	lung non-small cell carcinoma	overexpression	#153:10710	pmid:26439803	CIViC B3	civic	737	#29:0	not required
increased	ERBB3	resistance	Selumetinib [c66939]	cancer	overexpression	#153:10737	pmid:24685132	CIViC D4	civic	1153	#29:0	not required
increased	RB1	resistance	doxorubicin [c456]	pancreatic adenocarcinoma	overexpression	#153:10747	pmid:11792751	CIViC D2	civic	1324	#29:0	not required
increased	BIRC5	resistance	Trastuzumab [c1647]	her2-receptor positive breast cancer	overexpression	#153:10751	pmid:23204226	CIViC B4	civic	1449	#29:0	not required
increased	RRM2	resistance	gemcitabine [c66876]	pancreatic cancer	overexpression	#153:10765	pmid:17224927	CIViC D2	civic	1860	#29:0	not required
reduced	RRM1	sensitivity	cisplatin + gemcitabine	lung non-small cell carcinoma	underexpression	#153:10782	pmid:24595080	CIViC B4	civic	2905	#29:0	not required
reduced	RRM1	sensitivity	Docetaxel [c1526]	lung non-small cell carcinoma	underexpression	#153:10796	pmid:24647522	CIViC B4	civic	5530	#29:0	not required
reduced	RRM1	sensitivity	gemcitabine [c66876]	lung non-small cell carcinoma	underexpression	#153:10797	pmid:23038758	CIViC B3	civic	5599	#29:0	not required
increased	XIAP	sensitivity	Smac Mimetic GDC-0152 [c88274]	NA	increased RNA expression	#153:11066	pmid:24841289	NA	Null	NA	#30:6	NA
reduced	EGFR	sensitivity	erlotinib [DB00530]	non-small cell lung cancer	gain of function	#153:12571	pmid:33106373	IPR-D	Null	NA	#30:14	initial
increased	EGFR	resistance	vemurafenib [DB08881]	melanoma	increased RNA expression	#153:12612	pmid:28607484	IPR-D	Null	NA	#30:14	initial
reduced	ATRX	sensitivity	pcv regimen [c63491]	astrocytoma	underexpression	#153:12749	pmid:23904111	CIViC B3	civic	1647	#29:0	not required
increased	ACTL6A	resistance	Cisplatin [c376]	ovarian cancer	overexpression	#153:13051	pmid:33408251	CIViC D3	civic	8983	#29:0	not required
increased	MAGEA4	eligibility	Phase 1 Dose Escalation, Multi-tumor Study to Assess the Safety, Tolerability and Antitumor Activity of Genetically Engineered MAGE-A4ᶜ¹º³²T in HLA-A2+ Subjects With MAGE-A4 Positive Tumors	melanoma	increased protein expression	#153:13067	NA	NA	Null	NA	#30:0	initial
increased	MAGEA4	eligibility	Phase 1 Dose Escalation, Multi-tumor Study to Assess the Safety, Tolerability and Antitumor Activity of Genetically Engineered MAGE-A4ᶜ¹º³²T in HLA-A2+ Subjects With MAGE-A4 Positive Tumors	esophageal cancer	increased protein expression	#153:13069	NA	NA	Null	NA	#30:0	initial
increased	MAGEA4	eligibility	Phase 1 Dose Escalation, Multi-tumor Study to Assess the Safety, Tolerability and Antitumor Activity of Genetically Engineered MAGE-A4ᶜ¹º³²T in HLA-A2+ Subjects With MAGE-A4 Positive Tumors	adenocarcinoma of the gastroesophageal junction	increased protein expression	#153:13070	NA	NA	Null	NA	#30:0	initial
increased	FGFR3	sensitivity	pd173074	bladder carcinoma	overexpression	#153:13115	pmid:21119661	CIViC D3	civic	803	#29:0	not required
increased	ABCB1	resistance	Bafetinib [c62516]	chronic myeloid leukemia	overexpression	#153:13124	pmid:18191450	CIViC D3	civic	2681	#29:0	not required
increased	YAP1	sensitivity	docetaxel + verteporfin	esophageal cancer	overexpression	#153:13166	pmid:25739674	CIViC D2	civic	9329	#29:0	not required
increased	EGFR	no response	cetuximab + docetaxel	head and neck squamous cell carcinoma	overexpression	#153:13191	pmid:21653686	CIViC B3	civic	849	#29:0	not required
increased	EPAS1	no response	pazopanib [c74547]	renal cell carcinoma	overexpression	#153:13206	pmid:23881929	CIViC B2	civic	1673	#29:0	not required
increased	MET	no response	Rilotumumab [c67079]	stomach carcinoma	overexpression	#153:13220	pmid:28958504	CIViC B5	civic	5835	#29:0	not required
increased	ERBB2	no response	gemcitabine + trastuzumab	pancreatic cancer	overexpression	#153:13222	pmid:15581051	CIViC B4	civic	5956	#29:0	not required
increased	AURKA	sensitivity	alisertib + cisplatin	esophagus adenocarcinoma	overexpression	#153:13245	pmid:22302096	CIViC D4	civic	9627	#29:0	not required
increased	ERBB2	sensitivity	pembrolizumab [DB09037]	gastric cancer	increased protein expression	#153:13266	NA	IPR-A	Null	NA	#30:0	initial
increased	APLN	resistance	bevacizumab [DB00112]	colorectal cancer	increased RNA expression	#153:13271	pmid:28487489	NA	Null	NA	#30:6	initial
increased	PIK3R2	no resistance	Vemurafenib [c64768]	melanoma	overexpression	#153:13317	pmid:24265155	CIViC D2	civic	6266	#29:0	not required
increased	ERBB3	no resistance	Trastuzumab Emtansine [c82492]	her2-receptor positive breast cancer	overexpression	#153:13346	pmid:26920887	CIViC B2	civic	8707	#29:0	not required
increased	CNR1	sensitivity	cannabinoid receptor agonist	NA	increased RNA expression	#153:13426	pmid: 19509271	PROFYLE T4	Null	NA	#31:0	initial
reduced	ERCC1	sensitivity	carboplatin + gemcitabine	lung non-small cell carcinoma	underexpression	#153:13457	pmid:19884554	CIViC B3	civic	10142	#29:0	not required
increased	IGF2	no response	Linsitinib [c70982]	prostate cancer	overexpression	#153:13665	pmid:25670080	CIViC D3	civic	412	#29:0	not required
increased	ABCB1	no resistance	Alectinib [c101790]	lung non-small cell carcinoma	overexpression	#153:13670	pmid:26870817	CIViC D3	civic	10016	#29:0	not required
increased	LAG3	eligibility	Molecular Analysis for Therapy Choice (MATCH)	advanced cancer	increased RNA expression	#153:13733	NA	IPR-C	Null	NA	#30:0	initial
increased	ERBB2	eligibility	An Open-Label, Multinational, Multicenter, Phase 3b/4 Study of Trastuzumab Deruxtecan in Patients With or Without Baseline Brain Metastasis With Previously Treated Advanced/Metastatic HER2-Positive Breast Cancer (DESTINY-Breast12)	her2-receptor positive breast cancer	increased protein expression	#153:13753	NA	IPR-C	Null	NA	#30:0	initial
