expression_type	gene	relevance	subject	disease_names	variant	X.rid	evidence	evidenceLevel	source.name	sourceId	createdBy	reviewStatus
reduced	BRCC3	sensitivity	temozolomide [DB00853]	brain glioma	reduced RNA expression	#156:3187	pmid:25337721	NA	iprkb	30fb0042-e0e8-4db1-92dc-b176853c079a	#29:0	pending
increased	GZMA	favourable prognosis	patient	stomach cancer	increased RNA expression	#156:3196	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	cervical cancer	increased RNA expression	#156:3197	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
reduced	PTEN	resistance	pembrolizumab [DB09037]	melanoma	reduced protein expression	#156:3202	pmid:26645196	NA	iprkb	c05acee9-817a-42f7-a139-8249e5d73e18	#29:0	pending
increased	CTLA4	sensitivity	ipilimumab [DB06186]	melanoma	increased RNA expression	#156:3203	pmid:26359337	IPR-C	iprkb	d0362e6c-d746-4de7-97c0-16d579434532	#29:0	pending
increased	CD8A	favourable prognosis	patient	ovarian cancer	increased RNA expression	#156:3207	pmid:24782321	NA	iprkb	cb5f856d-0a7b-4a5c-aa19-6d5a16b61733	#29:0	pending
increased	IL21	favourable prognosis	patient	colorectal cancer	increased RNA expression	#156:3208	pmid:24138885	NA	iprkb	ee8cf40b-eb80-4f67-b7fb-af572522ee31	#29:0	pending
increased	IFNG	favourable prognosis	patient	ovarian cancer	increased protein expression	#156:3211	pmid:22419253	NA	iprkb	177d88e8-110a-4c15-9639-9fef142e33f7	#29:0	pending
increased	HLA-A	sensitivity	nivolumab [DB09035]	melanoma	increased RNA expression	#156:3212	pmid:27757299	NA	iprkb	5f70ec55-bf4a-4ac4-add3-5ea0f8837f8e	#29:0	pending
increased	AURKB	resistance	paclitaxel [DB01229]	NA	increased RNA expression	#156:3221	pmid:12559175	NA	iprkb	42d78bef-5243-4bbe-b26c-d3f8fd659eeb	#29:0	pending
increased	MDK	resistance	5 fu	stomach cancer	increased RNA expression	#156:3229	pmid:16644108	NA	iprkb	e19baf49-ceeb-4a8d-a49b-f43d7ab424d4	#29:0	pending
increased	CDKN2D	resistance	palbociclib [DB09073]	breast cancer	increased RNA expression	#156:3269	pmid:28270497	NA	iprkb	f333958d-657d-45a3-a3ef-2327b15add48	#29:0	pending
increased	ERBB2	response	trastuzumab [DB00072]	gastroesophageal junction adenocarcinoma	overexpression	#156:4014	NA	CGI FDA guidelines	cancer genome interpreter	3aa4a0b1c1a5c2769944f683f510a527	#29:0	NA
increased	IGF2	sensitivity	nvp aew54	adrenocortical carcinoma	increased RNA expression	#156:5464	pmid:18854392	NA	iprkb	3025e817-5360-4425-b18e-21ae3b1cb9e0	#29:0	pending
increased	PRAME	likely sensitivity	bpx 701	neuroblastoma	increased RNA expression	#156:5474	pmid:21771875	NA	iprkb	6146b073-1de7-47f2-97fe-b90bacc6f05b	#29:0	pending
reduced	ESR1	resistance	tamoxifen [DB00675]	breast cancer	reduced RNA expression	#156:5534	pmid:27748766	NA	iprkb	54ef490a-db9b-4157-b9df-76b9c98abcc0	#29:0	pending
reduced	RAD50	sensitivity	cisplatin [DB00515]	ovarian cancer	reduced RNA expression	#156:5550	pmid:27016230	NA	iprkb	9fea407e-7439-450f-b1a1-5252b5bc8b72	#29:0	pending
increased	GZMA	favourable prognosis	patient	prostate cancer	increased RNA expression	#156:5558	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	thyroid cancer	increased RNA expression	#156:5559	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	FCGR3A	favourable prognosis	patient	colorectal cancer	increased protein expression	#156:5566	pmid:20927778	NA	iprkb	ea16b483-e100-44ae-b7d3-5bf25985390a	#29:0	pending
increased	HLA-A	favourable prognosis	patient	lung cancer	increased RNA expression	#156:5568	pmid:24782321	NA	iprkb	cb5f856d-0a7b-4a5c-aa19-6d5a16b61733	#29:0	pending
increased	CD8A	favourable prognosis	patient	colorectal cancer	increased protein expression	#156:5571	pmid:17008531	NA	iprkb	c911faf1-1870-48e3-a927-84e96b205dd4	#29:0	pending
increased	IFNG	favourable prognosis	patient	bladder carcinoma	increased protein expression	#156:5573	pmid:22419253	NA	iprkb	177d88e8-110a-4c15-9639-9fef142e33f7	#29:0	pending
reduced	MAD2L2	resistance	olaparib [DB09074]	breast cancer	reduced RNA expression	#156:5574	pmid:25799992	NA	iprkb	d85f287c-9342-4f83-a9f1-74aa8a872b02	#29:0	pending
increased	DLL3	sensitivity	rovalpituzumab tesirine [DB13017]	lung small cell carcinoma	increased RNA expression	#156:5634	a dll3-targeted antibody-drug conjugate eradicates high-grade pulmonary neuroendocrine tumor-initiating cells in vivo	NA	iprkb	88dd6255-3539-47c1-b212-bd19ed41838e	#29:0	pending
increased	SNORD50A	favourable prognosis	patient	acute myeloid leukemia	increased RNA expression	#156:5740	pmid:25646775	NA	iprkb	debe1977-9297-46a5-ade3-10d13bab1e62	#29:0	pending
increased	NRG1	resistance	mek inhibitor	uveal melanoma	increased RNA expression	#156:5883	pmid:25952648	NA	iprkb	28c3fa6c-3198-47db-9341-bba4bd9718cb	#29:0	pending
reduced	TYMS	reduced function	TYMS	colorectal cancer	reduced RNA expression	#156:5884	pmid:26083491	NA	iprkb	49831308-808c-435e-bbe7-2017bc64c3e4	#29:0	pending
increased	SNORD50A	favourable prognosis	patient	acute myeloid leukemia	increased RNA expression	#156:5951	pmid:25646775	NA	iprkb	debe1977-9297-46a5-ade3-10d13bab1e62	#29:0	pending
increased	EGFR	resistance	panitumumab [DB01269]	colorectal adenocarcinoma	overexpression	#156:6376	NA	CGI FDA guidelines	cancer genome interpreter	0ed33390012b1ada18a9974f66b3538b	#29:0	NA
increased	ERBB2	sensitivity	lapatinib + trastuzumab [DB00072 + DB01259]	breast cancer	increased RNA expression	#156:7816	pmid:22153890	NA	iprkb	36cd18c4-d389-4950-9846-0bfc8af4a896	#29:0	pending
increased	IGF1R	sensitivity	nvp aew54	adrenocortical carcinoma	increased RNA expression	#156:7826	pmid:18854392	NA	iprkb	3025e817-5360-4425-b18e-21ae3b1cb9e0	#29:0	pending
reduced	NFKB1	acquired resistance	alkylating agents	NA	reduced RNA expression	#156:7836	pmid:22152481	NA	iprkb	5f1bb891-d9e1-48c2-b016-9c6e267409e2	#29:0	pending
reduced	CDKN2A	sensitivity	pd 0332991	renal cell carcinoma	reduced RNA expression	#156:7893	pmid:23898052	NA	iprkb	fdf1250e-ecad-4563-b58c-a8e4efbcd618	#29:0	pending
reduced	EME1	sensitivity	cisplatin [DB00515]	NA	reduced protein expression	#156:7911	pmid:19267403	NA	iprkb	2e409efe-d41c-4989-8d3d-0a2793f707f9	#29:0	pending
reduced	RAD50	sensitivity	PARP Inhibitor [c62554]	ovarian cancer	reduced RNA expression	#156:7912	pmid:27016230	NA	iprkb	9fea407e-7439-450f-b1a1-5252b5bc8b72	#29:0	pending
reduced	ARID1A	sensitivity	ATR Inhibitor [c155926]	colon cancer	reduced RNA expression	#156:7917	pmid:27958275	NA	iprkb	193bb8c7-befb-44fe-a1c5-6ef7345631c3	#29:0	pending
increased	GZMA	favourable prognosis	patient	renal clear cell carcinoma	increased RNA expression	#156:7919	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	GZMA	favourable prognosis	patient	glioblastoma multiforme	increased RNA expression	#156:7920	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	ovarian cancer	increased RNA expression	#156:7921	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
reduced	MSH3	no resistance	cisplatin [DB00515]	NA	reduced RNA expression	#156:7922	pmid:26519826	NA	iprkb	bd5084f7-ac11-4556-ba12-18c117e24d56	#29:0	pending
increased	CD8A	response	tremelimumab [DB11771]	melanoma	increased protein expression	#156:7927	pmid:19118070	NA	iprkb	ca84b485-0b48-429b-b130-068cab16a434	#29:0	pending
increased	TNFRSF4	favourable prognosis	patient	colorectal cancer	increased protein expression	#156:7928	pmid:20927778	NA	iprkb	ea16b483-e100-44ae-b7d3-5bf25985390a	#29:0	pending
increased	HLA-A	favourable prognosis	patient	ovarian cancer	increased RNA expression	#156:7930	pmid:24782321	NA	iprkb	cb5f856d-0a7b-4a5c-aa19-6d5a16b61733	#29:0	pending
increased	ZNF703	prognostic indicator	patient	colorectal cancer	increased protein expression	#156:7931	pmid:25017610	NA	iprkb	f74f41b9-eac4-41a2-8311-8323b1168ffc	#29:0	pending
increased	GZMB	favourable prognosis	patient	colorectal cancer	increased protein expression	#156:7933	pmid:17008531	NA	iprkb	c911faf1-1870-48e3-a927-84e96b205dd4	#29:0	pending
increased	PDCD1LG2	favourable prognosis	patient	NA	increased protein expression	#156:7934	pmid:27999753	NA	iprkb	ba07005b-20fc-4c54-bbae-41075101a059	#29:0	pending
reduced	MAD2L2	resistance	azd2461 [c95201]	breast cancer	reduced RNA expression	#156:7936	pmid:25799992	NA	iprkb	d85f287c-9342-4f83-a9f1-74aa8a872b02	#29:0	pending
increased	PDCD1LG2	diagnostic indicator	primary mediastinal b-cell lymphoma [DOID:0080210]	primary mediastinal b-cell lymphoma	increased RNA expression	#156:7940	pmid:28369778	NA	iprkb	879651c2-e43e-41d4-831c-61c3456c9470	#29:0	pending
increased	DLL3	sensitivity	rovalpituzumab tesirine [DB13017]	large cell neuroendocrine carcinoma	increased RNA expression	#156:7996	a dll3-targeted antibody-drug conjugate eradicates high-grade pulmonary neuroendocrine tumor-initiating cells in vivo	NA	iprkb	88dd6255-3539-47c1-b212-bd19ed41838e	#29:0	pending
increased	NRG1	resistance	lapatinib [DB01259]	breast cancer	increased RNA expression	#156:8102	pmid:25691057	NA	iprkb	8a791ef5-d00a-42d5-9aef-b4e11b12a23e	#29:0	pending
increased	HGF	sensitivity	anti c met antibodies + trametinib [ANTI C MET ANTIBODIES + DB08911]	uveal melanoma	increased RNA expression	#156:8245	pmid:25952648	NA	iprkb	8c7abd31-6a58-40e2-a8ce-f1e79a1473ea	#29:0	pending
reduced	TYMS	sensitivity	folfox	colorectal cancer	reduced RNA expression	#156:8246	pmid:26083491	NA	iprkb	e9bca2c7-9d35-49fd-8c70-3c5562148eee	#29:0	pending
increased	RAF1	response	sorafenib [DB00398]	osteosarcoma	overexpression	#156:8729	pmid:24375110	CGI Pre-clinical	cancer genome interpreter	33a9c71aca86a43515ba619d10ac0965	#29:0	NA
increased	ESR1	sensitivity	tamoxifen [DB00675]	ovarian epithelial tumor	increased expression	#156:9559	pmid:2070324	OncoKB 4	Null	NA	#29:1	NA
increased	ZEB1	unfavourable prognosis	patient	colon cancer	increased expression	#156:9621	pmid:29151941	NA	Null	NA	#30:3	NA
increased	CD3G	favourable prognosis	colorectal cancer [DOID:9256]	colorectal cancer	increased protein expression	#156:9717	pmid:17008531	NA	Null	NA	#30:0	NA
increased	CLDN4	sensitivity	C-CPE + taxol	ovary epithelial cancer	increased RNA expression	#156:9722	pmid:21123456	NA	Null	NA	#30:0	NA
increased	CCND2	unfavourable prognosis	patient	stomach cancer	overexpression	#156:9755	pmid:10547574	CIViC D4	civic	360	#29:0	not required
increased	CCNE1	unfavourable prognosis	patient	gastric adenosquamous carcinoma	overexpression	#156:9756	pmid:10224221	CIViC B4	civic	365	#29:0	not required
increased	BCL2	unfavourable prognosis	patient	diffuse large b-cell lymphoma	overexpression	#156:9762	pmid:9207459	CIViC B4	civic	423	#29:0	not required
increased	NCOA3	unfavourable prognosis	patient	breast cancer	overexpression	#156:9770	pmid:23322234	CIViC B3	civic	493	#29:0	not required
increased	MYD88	resistance	Paclitaxel [c1411]	breast cancer	overexpression	#156:9789	pmid:26596839	CIViC D2	civic	734	#29:0	not required
increased	RIT1	unfavourable prognosis	patient	endometrial cancer	overexpression	#156:9790	pmid:26617739	CIViC B3	civic	741	#29:0	not required
reduced	SMARCA4	unfavourable prognosis	patient	lung non-small cell carcinoma	underexpression	#156:9801	pmid:26671993	CIViC B3	civic	838	#29:0	not required
increased	AURKA	resistance	Cisplatin [c376]	lung non-small cell carcinoma	overexpression	#156:9804	pmid:25082261	CIViC B4	civic	871	#29:0	not required
increased	EGFR	sensitivity	Gefitinib [c1855]	lung non-small cell carcinoma	overexpression	#156:9815	pmid:16707605	CIViC B3	civic	954	#29:0	not required
reduced	MIR218-1	unfavourable prognosis	patient	pancreatic cancer	underexpression	#156:9841	pmid:26662432	CIViC D3	civic	1184	#29:0	not required
increased	MET	resistance	Vemurafenib [c64768]	skin melanoma	overexpression	#156:9890	pmid:26359985	CIViC B4	civic	1581	#29:0	not required
reduced	STAG2	resistance	Vemurafenib [c64768]	melanoma	underexpression	#156:9903	pmid:27500726	CIViC D4	civic	1659	#29:0	not required
increased	NTRK1	favourable prognosis	patient	neuroblastoma	overexpression	#156:9936	pmid:8441429	CIViC B4	civic	1972	#29:0	not required
increased	TP53	unfavourable prognosis	patient	ovarian cancer	overexpression	#156:9966	pmid:11595686	CIViC B3	civic	2697	#29:0	not required
reduced	MGMT	sensitivity	Temozolomide [c1244]	glioblastoma multiforme	underexpression	#156:9977	pmid:17442989	CIViC B3	civic	2899	#29:0	not required
increased	MET	resistance	Trametinib [c77908]	uveal melanoma	overexpression	#156:9991	pmid:25952648	CIViC D3	civic	3038	#29:0	not required
reduced	ARID1A	unfavourable prognosis	patient	clear cell renal cell carcinoma	underexpression	#156:10043	pmid:25628030	CIViC B3	civic	5676	#29:0	not required
increased	PDGFRA	sensitivity	Sunitinib [c71622]	rhabdomyosarcoma	overexpression	#156:10109	pmid:19366796	CIViC D3	civic	7988	#29:0	not required
increased	LYN	resistance	Nilotinib [c48375]	chronic myeloid leukemia	overexpression	#156:10114	pmid:18191450	CIViC D1	civic	7875	#29:0	not required
increased	MIR21	unfavourable prognosis	patient	glioma	overexpression	#156:10123	pmid:32144351	CIViC B3	civic	8000	#29:0	not required
increased	WDR12	unfavourable prognosis	patient	glioblastoma multiforme	overexpression	#156:10124	pmid:32180229	CIViC B4	civic	8004	#29:0	not required
increased	CUL7	unfavourable prognosis	patient	brain glioma	overexpression	#156:10128	pmid:32252802	CIViC B4	civic	8087	#29:0	not required
increased	EGFR	unfavourable prognosis	patient	brain glioblastoma multiforme	overexpression	#156:10139	pmid:14583498	CIViC B3	civic	474	#29:0	not required
increased	AR	sensitivity	Dactolisib [c74072]	breast cancer	overexpression	#156:10144	pmid:24356815	CIViC D3	civic	859	#29:0	not required
increased	ERCC1	resistance	platinum-based chemotherapy [c1450]	epithelial ovarian cancer	increased RNA expression	#156:10434	pmid:25015375	CIViC B	Null	NA	#32:7	initial
reduced	ERCC1	sensitivity	olaparib [DB09074]	epithelial ovarian cancer	reduced protein expression	#156:10438	pmid:30797591	CIViC D	Null	NA	#32:7	initial
increased	CCND1	unfavourable prognosis	patient	mantle cell lymphoma	overexpression	#156:10448	pmid:17891190	CIViC B4	civic	358	#29:0	not required
increased	HIF1A	unfavourable prognosis	patient	sarcoma	overexpression	#156:10473	pmid:17103226	CIViC B2	civic	1034	#29:0	not required
reduced	LEPR	unfavourable prognosis	patient	meningioma	underexpression	#156:10474	pmid:26894859	CIViC B2	civic	1054	#29:0	not required
reduced	ATM	unfavourable prognosis	patient	pancreatic cancer	underexpression	#156:10482	pmid:25423555	CIViC B2	civic	1292	#29:0	not required
increased	BCL2L1	resistance	cisplatin [DB00515]	ovarian carcinoma	increased expression	#156:10519	pmid:15661210	CIViC D	Null	NA	#32:7	initial
increased	CD33	sensitivity	gemtuzumab ozogamicin [DB00056]	acute myeloid leukemia	increased protein expression	#156:10522	NA	IPR-A	Null	NA	#30:0	NA
increased	BCL2L1	resistance	cisplatin [DB00515]	ovarian carcinoma	increased protein expression	#156:10526	pmid:11857368	CIViC D	Null	NA	#32:7	initial
reduced	RRM1	sensitivity	gemcitabine [DB00441]	non-small cell lung cancer	reduced RNA expression	#156:10587	pmid:21889227	CIViC B	Null	NA	#32:7	initial
increased	RRM1	resistance	gemcitabine [DB00441]	pancreatic cancer	increased RNA expression	#156:10588	pmid:21617862	CIViC D	Null	NA	#32:7	initial
increased	TP53	sensitivity	cisplatin + etoposide + mitomycin	stomach cancer	overexpression	#156:10617	pmid:14514923	CIViC B4	civic	2799	#29:0	not required
increased	IGF2	sensitivity	Cabazitaxel [c66937]	prostate cancer	overexpression	#156:10652	pmid:25670080	CIViC D3	civic	414	#29:0	not required
reduced	BRCA1	sensitivity	platinum compound + taxane compound	ovarian cancer	underexpression	#156:10675	pmid:21920589	CIViC B3	civic	942	#29:0	not required
increased	DDX43	resistance	Trametinib [c77908]	uveal melanoma	overexpression	#156:10687	pmid:24899684	CIViC D4	civic	1135	#29:0	not required
increased	ERBB3	resistance	her2 inhibitor cp-724,714 [c26648]	cancer	overexpression	#156:10689	pmid:24685132	CIViC D4	civic	1153	#29:0	not required
increased	RB1	resistance	gemcitabine [c66876]	pancreatic adenocarcinoma	overexpression	#156:10699	pmid:11792751	CIViC D2	civic	1324	#29:0	not required
increased	RRM1	resistance	gemcitabine [c66876]	pancreatic cancer	overexpression	#156:10717	pmid:17224927	CIViC D2	civic	1859	#29:0	not required
increased	AKT3	resistance	Akt Inhibitor MK2206 [c90581]	breast cancer	overexpression	#156:10719	pmid:27297869	CIViC D4	civic	1922	#29:0	not required
reduced	RRM1	sensitivity	gemcitabine [c66876]	lung non-small cell carcinoma	underexpression	#156:10748	pmid:24647522	CIViC B4	civic	5530	#29:0	not required
reduced	RRM1	sensitivity	Paclitaxel [c1411]	lung non-small cell carcinoma	underexpression	#156:10749	pmid:23038758	CIViC B3	civic	5599	#29:0	not required
increased	ERBB2	sensitivity	capecitabine + trastuzumab + zoledronic acid	salivary gland cancer	overexpression	#156:10756	pmid:20504363	CIViC C3	civic	6171	#29:0	not required
increased	ESR1	eligibility	A Phase 1/2 Study for the Safety, Efficacy, Pharmacokinetic and Pharmacodynamics Evaluation of SAR439859, Administered Orally as Monotherapy, Then in Combination With Palbociclib in Postmenopausal Women With Estrogen Receptor-positive Advanced Breast Cancer (AMEERA-1)	breast cancer	increased protein expression	#156:10983	NA	IPR-C	Null	NA	#30:0	passed
increased	TNFRSF8	eligibility	a phase 2 study of brentuximab vedotin plus cyclophosphamide, doxorubicin, etoposide, and prednisone (chep-bv) followed by bv consolidation in patients with cd30-positive peripheral t-cell lymphomas	peripheral t-cell lymphoma	increased protein expression	#156:10985	NA	IPR-C	Null	NA	#30:0	passed
increased	KDM4B	sensitivity	anthracyclines [c1594]	breast cancer	increased RNA expression	#156:11011	pmid:31700186	IPR-D	Null	NA	#30:14	NA
increased	ADRA1A	sensitivity	alpha blocker	NA	increased RNA expression	#156:12532	pmid:15163273	NA	Null	NA	#30:6	initial
increased	ACTL6A	sensitivity	cisplatin + panobinostat	lung adenocarcinoma	overexpression	#156:12967	pmid:33408251	CIViC D4	civic	8978	#29:0	not required
increased	MAGEA4	eligibility	Phase 1 Dose Escalation, Multi-tumor Study to Assess the Safety, Tolerability and Antitumor Activity of Genetically Engineered MAGE-A4ᶜ¹º³²T in HLA-A2+ Subjects With MAGE-A4 Positive Tumors	urinary bladder cancer	increased protein expression	#156:12982	NA	NA	Null	NA	#30:0	initial
increased	MAGEA4	eligibility	Phase 1 Dose Escalation, Multi-tumor Study to Assess the Safety, Tolerability and Antitumor Activity of Genetically Engineered MAGE-A4ᶜ¹º³²T in HLA-A2+ Subjects With MAGE-A4 Positive Tumors	non-small cell lung cancer	increased protein expression	#156:12983	NA	NA	Null	NA	#30:0	initial
increased	MAGEA4	eligibility	Phase 1 Dose Escalation, Multi-tumor Study to Assess the Safety, Tolerability and Antitumor Activity of Genetically Engineered MAGE-A4ᶜ¹º³²T in HLA-A2+ Subjects With MAGE-A4 Positive Tumors	myxoid/round cell liposarcoma	increased protein expression	#156:12985	NA	NA	Null	NA	#30:0	initial
increased	FGFR3	sensitivity	Dovitinib [c76199]	bladder carcinoma	overexpression	#156:13011	pmid:21119661	CIViC D3	civic	803	#29:0	not required
increased	ABCB1	resistance	Dasatinib [c38713]	chronic myeloid leukemia	overexpression	#156:13020	pmid:18191450	CIViC D3	civic	2681	#29:0	not required
increased	EGFR	no response	Cetuximab [c1723]	head and neck squamous cell carcinoma	overexpression	#156:13077	pmid:23265711	CIViC B4	civic	692	#29:0	not required
increased	ERBB2	no response	capecitabine + trastuzumab	pancreatic cancer	overexpression	#156:13109	pmid:22374460	CIViC B4	civic	5955	#29:0	not required
reduced	RB1	eligibility	A Phase I-II, Open Label Study Evaluating the Safety and Efficacy of Alisertib and Pembrolizumab in Patients With Rb-Deficient Head and Neck Squamous Cell Carcinomas	head and neck squamous cell carcinoma	reduced protein expression	#156:13139	NA	IPR-C	Null	NA	#30:0	initial
increased	AKT1	no resistance	Vemurafenib [c64768]	melanoma	overexpression	#156:13182	pmid:24265155	CIViC D3	civic	6259	#29:0	not required
increased	LYN	no resistance	Bafetinib [c62516]	chronic myeloid leukemia	overexpression	#156:13196	pmid:18191450	CIViC D3	civic	7874	#29:0	not required
reduced	ATRX	unfavourable prognosis	patient	childhood low-grade glioma	underexpression	#156:13269	pmid:29948154	CIViC B4	civic	7190	#29:0	not required
